220.181.108.118 - - [18/Mar/2012:23:38:39 -0700] "GET /news/sports/2008-05-08/78.html HTTP/1.1" 404 486 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
180.76.5.142 - - [18/Mar/2012:23:43:31 -0700] "GET / HTTP/1.1" 200 7580 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
67.221.36.73 - - [18/Mar/2012:23:46:39 -0700] "GET /resume.html HTTP/1.1" 200 10502 "http://search.yahoo.com/search?n=100&ei=UTF-8&va_vt=any&vo_vt=any&ve_vt=any&vp_vt=any&vd=y&vst=0&vf=all&vc=us&vm=r&fl=1&vl=lang_en&fr=ush-&p=%22resume.html%22+%22Intel+Corporation%22+-sample+-example+-template+-job+-SUBMIT+-Applicant++%22Computer+Science%22&vs=" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; SV1; .NET CLR 2.0.50727)"
108.68.89.177 - - [18/Mar/2012:23:54:30 -0700] "GET /particles.html HTTP/1.1" 304 213 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:30 -0700] "GET /images/misc/particles0.png HTTP/1.1" 304 190 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:30 -0700] "GET /images/misc/particles6.png HTTP/1.1" 304 191 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:30 -0700] "GET /images/misc/particles8.png HTTP/1.1" 304 191 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:31 -0700] "GET /images/misc/particles9.png HTTP/1.1" 304 191 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:31 -0700] "GET /images/misc/particles10.png HTTP/1.1" 304 190 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:31 -0700] "GET /images/misc/particles11.png HTTP/1.1" 304 190 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
108.68.89.177 - - [18/Mar/2012:23:54:31 -0700] "GET /images/misc/particles12.png HTTP/1.1" 304 190 "http://sagarpandya.com/particles.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.109 Safari/535.19"
